x_value,total_1,total_2 
29430,30015,16001
29431,30010,16002
29432,30018,15998
29433,30012,15996
29434,30007,15995
29435,30010,15993
29436,30015,15999
29437,30014,16000
29438,30018,16003
29439,30016,16002
29440,30022,16000
29441,30029,15998
29442,30026,15997
29443,30026,15998
29444,30029,16000
29445,30026,16004
29446,30023,16007
29447,30021,16005
29448,30023,16006
29449,30025,16002
29450,30031,16000
29451,30028,15998
29452,30032,16001
29453,30037,16006
29454,30032,16003
29455,30036,16009
29456,30037,16013
29457,30038,16011
29458,30045,16010
29459,30050,16008
29460,30045,16009
29461,30050,16008
29462,30048,16007
29463,30056,16004
29464,30056,16002
29465,30054,16001
29466,30061,16001
29467,30058,16003
29468,30057,16009
29469,30055,16014
29470,30061,16010
29471,30056,16009
29472,30061,16006
29473,30058,16009
29474,30054,16011
29475,30052,16017
29476,30055,16015
29477,30053,16020
29478,30059,16022
29479,30055,16020
29480,30054,16016
29481,30049,16018
29482,30051,16019
29483,30046,16024
29484,30050,16022
29485,30054,16017
29486,30056,16019
29487,30057,16024
29488,30061,16023
29489,30060,16023
29490,30059,16018
29491,30054,16020
29492,30059,16025
29493,30066,16028
29494,30068,16034
29495,30075,16030
29496,30075,16025
29497,30072,16026
29498,30068,16022
29499,30063,16021
29500,30070,16021
29501,30071,16027
29502,30075,16025
29503,30070,16021
29504,30066,16016
29505,30073,16012
29506,30067,16009
29507,30069,16009
29508,30077,16005
29509,30072,16000
29510,30067,15998
29511,30072,15996
29512,30067,15995
29513,30074,15999
29514,30070,16003
29515,30074,16001
29516,30079,16002
29517,30081,16008
29518,30089,16011
29519,30092,16014
29520,30093,16020
29521,30096,16025
29522,30090,16020
29523,30094,16023
29524,30092,16019
29525,30091,16020
29526,30098,16024
29527,30095,16020
29528,30089,16026
29529,30089,16032
29530,30090,16028
29531,30096,16026
29532,30097,16021
29533,30105,16026
29534,30111,16026
29535,30109,16028
29536,30103,16030
29537,30101,16029
29538,30107,16027
29539,30109,16025
29540,30108,16029
29541,30112,16025
29542,30118,16023
29543,30115,16023
29544,30109,16029
29545,30112,16030
29546,30118,16032
29547,30119,16034
29548,30127,16031
29549,30128,16036
29550,30131,16033
29551,30132,16031
29552,30126,16035
29553,30129,16035
29554,30133,16031
29555,30130,16033
29556,30134,16030
29557,30135,16026
29558,30140,16021
29559,30145,16025
29560,30153,16027
29561,30149,16026
29562,30146,16026
29563,30154,16030
29564,30155,16032
29565,30150,16038
29566,30146,16040
29567,30141,16035
29568,30145,16037
29569,30143,16039
29570,30149,16040
29571,30148,16044
29572,30145,16043
29573,30146,16047
29574,30148,16048
29575,30156,16052
29576,30160,16047
29577,30156,16042
29578,30150,16047
29579,30146,16049
29580,30142,16054
29581,30137,16055
29582,30139,16061
29583,30142,16067
29584,30137,16063
29585,30144,16064
29586,30141,16070
29587,30135,16069
29588,30137,16073
29589,30135,16074
29590,30143,16078
29591,30149,16077
29592,30156,16075
29593,30152,16074
29594,30146,16080
29595,30148,16076
29596,30153,16071
29597,30152,16075
29598,30154,16081
29599,30153,16076
29600,30147,16079
29601,30146,16085
29602,30145,16081
29603,30150,16079
29604,30155,16081
29605,30158,16076
29606,30158,16075
29607,30161,16072
29608,30167,16070
29609,30163,16075
29610,30161,16071
29611,30169,16071
29612,30171,16066
29613,30166,16067
29614,30170,16064
29615,30165,16063
29616,30162,16064
29617,30169,16064
29618,30168,16064
29619,30171,16066
29620,30166,16061
29621,30170,16066
29622,30170,16066
29623,30167,16067
29624,30162,16069
29625,30166,16071
29626,30174,16076
29627,30177,16074
29628,30176,16074
29629,30178,16073
29630,30182,16068
29631,30182,16067
29632,30182,16064
29633,30183,16060
29634,30177,16061
29635,30172,16064
29636,30176,16064
29637,30173,16069
29638,30170,16069
29639,30165,16069
29640,30160,16074
29641,30154,16075
29642,30160,16070
29643,30163,16072
29644,30170,16071
29645,30173,16075
29646,30175,16073
29647,30178,16079
29648,30178,16082
29649,30176,16083
29650,30184,16079
29651,30183,16075
29652,30187,16071
29653,30181,16074
29654,30185,16071
29655,30180,16075
29656,30186,16075
29657,30192,16079
29658,30193,16078
29659,30197,16080
29660,30203,16082
29661,30197,16087
29662,30196,16089
29663,30201,16089
29664,30203,16086
29665,30211,16087
29666,30218,16090
29667,30218,16090
29668,30224,16096
29669,30226,16096
29670,30227,16095
29671,30231,16093
29672,30231,16092
29673,30230,16087
29674,30228,16093
29675,30227,16097
29676,30225,16096
29677,30221,16092
29678,30222,16089
29679,30226,16086
29680,30224,16092
29681,30227,16087
29682,30225,16082
29683,30233,16087
29684,30235,16091
29685,30240,16087
29686,30247,16092
29687,30248,16093
29688,30246,16088
29689,30248,16093
29690,30250,16088
29691,30250,16090
29692,30254,16095
29693,30249,16096
29694,30249,16095
29695,30249,16097
29696,30245,16092
29697,30252,16091
29698,30253,16094
29699,30247,16093
29700,30250,16093
29701,30256,16094
29702,30259,16090
29703,30262,16089
29704,30269,16093
29705,30267,16097
29706,30273,16099
29707,30275,16102
29708,30275,16102
29709,30273,16107
29710,30269,16103
29711,30263,16104
29712,30270,16101
29713,30268,16103
29714,30272,16099
29715,30273,16096
29716,30279,16097
29717,30277,16097
29718,30278,16098
29719,30276,16097
29720,30276,16094
29721,30280,16093
29722,30275,16089
29723,30274,16084
29724,30276,16081
29725,30280,16080
29726,30281,16076
29727,30287,16072
29728,30295,16067
29729,30296,16067
29730,30296,16070
29731,30292,16065
29732,30287,16067
29733,30290,16062
29734,30291,16065
29735,30295,16068
29736,30295,16074
29737,30290,16069
29738,30291,16065
29739,30298,16063
29740,30298,16066
29741,30306,16072
29742,30306,16069
29743,30304,16068
29744,30307,16070
29745,30309,16067
29746,30305,16072
29747,30303,16073
29748,30297,16068
29749,30303,16063
29750,30309,16058
29751,30306,16053
29752,30306,16058
29753,30301,16060
29754,30308,16058
29755,30304,16055
29756,30306,16051
29757,30301,16046
29758,30299,16042
29759,30306,16037
29760,30314,16043
29761,30308,16049
29762,30303,16045
29763,30300,16049
29764,30301,16054
29765,30297,16053
29766,30301,16058
29767,30296,16058
29768,30292,16058
29769,30297,16058
29770,30299,16055
29771,30306,16061
29772,30301,16062
29773,30304,16059
29774,30298,16061
29775,30295,16065
29776,30293,16070
29777,30299,16068
29778,30302,16072
29779,30307,16075
29780,30315,16078
29781,30310,16082
29782,30315,16079
29783,30319,16074
29784,30320,16079
29785,30317,16078
29786,30321,16077
29787,30319,16075
29788,30324,16079
29789,30328,16085
29790,30330,16089
29791,30329,16086
29792,30324,16083
29793,30332,16084
29794,30337,16079
29795,30335,16085
29796,30329,16085
29797,30324,16089
29798,30331,16092
29799,30337,16091
29800,30342,16086
29801,30342,16081
29802,30338,16076
29803,30332,16077
29804,30336,16073
29805,30344,16074
29806,30346,16078
29807,30354,16079
29808,30349,16084
29809,30355,16081
29810,30357,16086
29811,30351,16084
29812,30352,16087
29813,30351,16084
29814,30351,16087
29815,30351,16093
29816,30347,16089
29817,30346,16087
29818,30351,16091
29819,30359,16096
29820,30367,16093
29821,30369,16091
29822,30377,16096
29823,30376,16093
29824,30372,16096
29825,30379,16099
29826,30386,16105
29827,30394,16107
29828,30393,16107
29829,30393,16112
29830,30400,16111
29831,30400,16112
29832,30405,16109
29833,30405,16108
29834,30400,16109
29835,30400,16104
29836,30407,16109
29837,30415,16115
29838,30410,16119
29839,30406,16124
29840,30413,16119
29841,30410,16124
29842,30407,16121
29843,30415,16116
29844,30410,16114
29845,30409,16113
29846,30412,16118
29847,30416,16116
29848,30423,16120
29849,30428,16122
29850,30425,16117
29851,30426,16120
29852,30430,16123
29853,30428,16119
29854,30432,16124
29855,30433,16125
29856,30431,16121
29857,30439,16117
29858,30438,16115
29859,30441,16116
29860,30445,16121
29861,30450,16127
29862,30455,16133
29863,30456,16128
29864,30453,16130
29865,30455,16128
29866,30459,16127
29867,30456,16132
29868,30456,16131
29869,30461,16133
29870,30465,16139
29871,30462,16136
29872,30464,16141
29873,30467,16140
29874,30465,16136
29875,30473,16140
29876,30474,16140
29877,30476,16136
29878,30472,16142
29879,30478,16138
29880,30478,16142
29881,30477,16143
29882,30479,16138
29883,30481,16134
29884,30482,16129
29885,30490,16129
29886,30488,16131
29887,30493,16137
29888,30491,16136
29889,30491,16132
29890,30486,16137
29891,30489,16143
29892,30496,16148
29893,30504,16143
29894,30510,16146
29895,30518,16148
29896,30520,16152
29897,30515,16149
29898,30520,16147
29899,30526,16147
29900,30528,16153
29901,30532,16156
29902,30530,16153
29903,30538,16155
29904,30533,16161
29905,30532,16159
29906,30535,16165
29907,30537,16165
29908,30541,16168
29909,30541,16167
29910,30547,16165
29911,30552,16161
29912,30555,16162
29913,30560,16164
29914,30565,16166
29915,30565,16163
29916,30561,16163
29917,30556,16158
29918,30551,16163
29919,30558,16161
29920,30562,16157
29921,30563,16157
29922,30571,16161
29923,30572,16162
29924,30571,16168
29925,30578,16164
29926,30586,16162
29927,30593,16166
29928,30591,16169
29929,30585,16175
29930,30585,16177
29931,30588,16175
29932,30584,16177
29933,30589,16182
29934,30587,16183
29935,30587,16179
29936,30587,16179
29937,30583,16184
29938,30584,16186
29939,30587,16182
29940,30583,16182
29941,30581,16186
29942,30580,16192
29943,30587,16196
29944,30591,16200
29945,30592,16199
29946,30596,16204
29947,30594,16203
29948,30599,16204
29949,30600,16208
29950,30607,16214
29951,30602,16220
29952,30600,16224
29953,30600,16228
29954,30606,16227
29955,30610,16224
29956,30614,16221
29957,30610,16225
29958,30614,16222
29959,30618,16227
29960,30622,16223
29961,30619,16220
29962,30624,16219
29963,30623,16223
29964,30620,16218
29965,30625,16217
29966,30623,16217
29967,30622,16219
29968,30620,16220
29969,30628,16216
29970,30636,16213
29971,30641,16213
29972,30646,16209
29973,30653,16210
29974,30647,16210
29975,30648,16210
29976,30646,16206
29977,30649,16202
29978,30647,16206
29979,30655,16208
29980,30659,16210
29981,30663,16208
29982,30670,16204
29983,30677,16204
29984,30678,16205
29985,30686,16203
29986,30688,16203
29987,30694,16208
29988,30701,16214
29989,30703,16213
29990,30705,16217
29991,30706,16215
29992,30705,16211
29993,30709,16215
29994,30717,16220
29995,30711,16220
29996,30715,16220
29997,30715,16225
29998,30709,16230
29999,30717,16236
30000,30714,16238
30001,30710,16234
30002,30717,16237
30003,30716,16242
30004,30713,16237
30005,30712,16240
30006,30717,16243
30007,30711,16244
30008,30707,16243
30009,30712,16244
30010,30706,16245
30011,30703,16251
30012,30702,16249
30013,30698,16250
30014,30696,16252
30015,30700,16257
30016,30705,16255
30017,30713,16257
30018,30721,16255
30019,30725,16260
30020,30731,16258
30021,30727,16260
30022,30725,16258
30023,30719,16264
30024,30723,16269
30025,30719,16273
30026,30723,16277
30027,30726,16273
30028,30732,16275
30029,30737,16271
30030,30736,16269
30031,30735,16274
30032,30743,16272
30033,30737,16270
30034,30742,16275
30035,30750,16272
30036,30755,16267
30037,30754,16273
30038,30761,16275
30039,30758,16271
30040,30766,16271
30041,30774,16268
30042,30774,16273
30043,30772,16270
30044,30766,16268
30045,30772,16267
30046,30776,16263
30047,30782,16269
30048,30777,16272
30049,30785,16269
30050,30782,16270
30051,30784,16270
30052,30790,16265
30053,30786,16260
30054,30783,16262
30055,30781,16260
30056,30775,16258
30057,30774,16259
30058,30775,16259
30059,30782,16264
30060,30787,16268
30061,30782,16269
30062,30780,16265
30063,30782,16261
30064,30781,16265
30065,30786,16264
30066,30789,16268
30067,30786,16272
30068,30788,16278
30069,30796,16280
30070,30792,16275
30071,30800,16276
30072,30799,16279
30073,30800,16278
30074,30808,16279
30075,30804,16278
30076,30801,16278
30077,30801,16273
30078,30796,16278
30079,30797,16276
30080,30799,16279
30081,30806,16285
30082,30806,16284
30083,30813,16279
30084,30814,16285
30085,30809,16282
30086,30803,16283
30087,30808,16283
30088,30809,16289
30089,30806,16284
30090,30813,16280
30091,30816,16282
30092,30819,16277
30093,30825,16275
30094,30830,16280
30095,30834,16281
30096,30838,16284
30097,30842,16290
30098,30850,16296
30099,30852,16294
30100,30850,16295
30101,30852,16296
30102,30846,16299
30103,30850,16302
30104,30852,16308
30105,30851,16309
30106,30851,16310
30107,30846,16315
30108,30840,16319
30109,30837,16323
30110,30832,16325
30111,30828,16330
30112,30827,16336
30113,30822,16340
30114,30820,16345
30115,30816,16347
30116,30824,16353
30117,30831,16348
30118,30826,16344
30119,30823,16344
30120,30821,16345
30121,30828,16351
30122,30835,16351
30123,30830,16346
30124,30826,16348
30125,30832,16348
30126,30835,16350
30127,30831,16355
30128,30837,16361
30129,30833,16357
30130,30828,16362
30131,30823,16363
30132,30828,16368
30133,30823,16365
30134,30819,16361
30135,30827,16364
30136,30829,16364
30137,30824,16367
30138,30821,16366
30139,30817,16368
30140,30824,16372
30141,30822,16373
30142,30827,16376
30143,30822,16371
30144,30823,16377
30145,30828,16381
30146,30835,16377
30147,30843,16373
30148,30848,16370
30149,30846,16373
30150,30848,16374
30151,30850,16375
30152,30847,16379
30153,30852,16381
30154,30850,16376
30155,30844,16375
30156,30840,16372
30157,30835,16374
30158,30830,16375
30159,30824,16377
30160,30823,16377
30161,30822,16380
30162,30828,16385
30163,30832,16388
30164,30834,16385
30165,30837,16388
30166,30836,16386
30167,30836,16389
30168,30830,16384
30169,30837,16388
30170,30832,16391
30171,30837,16388
30172,30841,16387
30173,30844,16392
30174,30841,16397
30175,30843,16396
30176,30847,16401
30177,30852,16401
30178,30857,16397
30179,30855,16392
30180,30857,16394
30181,30856,16390
30182,30858,16388
30183,30857,16393
30184,30864,16397
30185,30872,16395
30186,30878,16396
30187,30880,16399
30188,30878,16400
30189,30877,16400
30190,30880,16397
30191,30888,16402
30192,30892,16404
30193,30895,16402
30194,30903,16406
30195,30905,16409
30196,30899,16411
30197,30894,16409
30198,30900,16408
30199,30898,16404
30200,30893,16406
30201,30900,16412
30202,30896,16409
30203,30903,16415
30204,30906,16415
30205,30906,16421
30206,30905,16418
30207,30899,16416
30208,30895,16420
30209,30898,16423
30210,30895,16427
30211,30890,16429
30212,30892,16433
30213,30888,16430
30214,30886,16436
30215,30890,16435
30216,30897,16433
30217,30895,16428
30218,30891,16431
30219,30885,16427
30220,30881,16422
30221,30882,16417
30222,30885,16423
30223,30886,16423
30224,30889,16428
30225,30887,16431
30226,30890,16426
30227,30893,16426
30228,30889,16430
30229,30891,16430
30230,30896,16426
30231,30896,16426
30232,30893,16424
30233,30897,16427
30234,30892,16429
30235,30888,16425
30236,30883,16427
30237,30881,16422
30238,30878,16418
30239,30885,16415
30240,30884,16419
30241,30878,16421
30242,30872,16419
30243,30879,16425
30244,30876,16430
30245,30879,16432
30246,30882,16427
30247,30882,16432
30248,30877,16434
30249,30882,16433
30250,30889,16433
30251,30894,16437
30252,30889,16436
30253,30893,16435
30254,30887,16436
30255,30889,16436
30256,30894,16434
30257,30901,16433
30258,30902,16430
30259,30898,16425
30260,30895,16428
30261,30902,16430
30262,30902,16430
30263,30908,16429
30264,30914,16432
30265,30908,16435
30266,30913,16430
30267,30917,16429
30268,30923,16425
30269,30925,16426
30270,30926,16424
30271,30920,16423
30272,30924,16426
30273,30919,16430
30274,30915,16433
30275,30915,16436
30276,30922,16436
30277,30929,16436
30278,30930,16433
30279,30930,16436
30280,30931,16434
30281,30939,16433
30282,30939,16439
30283,30933,16439
30284,30928,16434
30285,30927,16430
30286,30921,16433
30287,30927,16431
30288,30923,16435
30289,30919,16430
30290,30925,16427
30291,30931,16429
30292,30932,16433
30293,30937,16431
30294,30937,16436
30295,30932,16431
30296,30932,16431
30297,30927,16435
30298,30924,16431
30299,30928,16427
30300,30928,16425
30301,30930,16428
30302,30932,16429
30303,30932,16435
30304,30928,16438
30305,30936,16435
30306,30941,16431
30307,30936,16429
30308,30939,16435
30309,30947,16438
30310,30952,16442
30311,30958,16447
30312,30958,16444
30313,30955,16447
30314,30958,16451
30315,30955,16449
30316,30957,16444
30317,30958,16448
30318,30961,16443
30319,30967,16448
30320,30970,16445
30321,30976,16447
30322,30982,16451
30323,30988,16455
30324,30991,16454
30325,30985,16459
30326,30990,16455
30327,30987,16460
30328,30992,16465
30329,30994,16469
30330,31000,16468
30331,30996,16471
30332,31002,16476
30333,31007,16476
30334,31012,16476
30335,31016,16479
30336,31014,16475
30337,31013,16470
30338,31019,16469
30339,31017,16475
30340,31016,16475
30341,31019,16474
30342,31019,16480
30343,31018,16482
30344,31016,16479
30345,31022,16476
30346,31024,16478
30347,31022,16478
30348,31022,16479
30349,31029,16476
30350,31023,16473
30351,31022,16474
30352,31029,16474
30353,31037,16477
30354,31036,16474
30355,31037,16476
30356,31042,16472
30357,31045,16473
30358,31041,16470
30359,31046,16475
30360,31046,16476
30361,31043,16479
30362,31039,16482
30363,31034,16487
30364,31042,16487
30365,31046,16482
30366,31048,16484
30367,31052,16480
30368,31050,16482
30369,31045,16488
30370,31041,16492
30371,31036,16495
30372,31039,16495
30373,31045,16490
30374,31046,16489
30375,31047,16490
30376,31049,16488
30377,31043,16488
30378,31042,16486
30379,31050,16486
30380,31055,16483
30381,31053,16488
30382,31059,16483
30383,31058,16481
30384,31059,16486
30385,31061,16484
30386,31057,16489
30387,31061,16488
30388,31065,16483
30389,31066,16485
30390,31073,16487
30391,31080,16482
30392,31078,16487
30393,31080,16487
30394,31079,16491
30395,31086,16487
30396,31085,16491
30397,31081,16493
30398,31082,16489
30399,31086,16488
30400,31093,16484
30401,31094,16480
30402,31090,16484
30403,31094,16481
30404,31088,16476
30405,31089,16475
30406,31086,16479
30407,31091,16475
30408,31088,16478
30409,31087,16482
30410,31095,16478
30411,31099,16482
30412,31093,16477
30413,31089,16472
30414,31091,16478
30415,31099,16484
30416,31097,16485
30417,31092,16481
30418,31095,16478
30419,31092,16478
30420,31086,16473
30421,31087,16469
30422,31087,16466
30423,31095,16469
30424,31089,16468
30425,31097,16470
30426,31098,16471
30427,31097,16468
30428,31097,16469
30429,31102,16470
30430,31107,16473
30431,31115,16476
30432,31122,16480
30433,31128,16484
30434,31123,16486
30435,31119,16486
30436,31115,16489
30437,31121,16491
30438,31121,16489
30439,31119,16484
30440,31124,16483
30441,31119,16485
30442,31127,16490
30443,31134,16492
30444,31136,16488
30445,31141,16488
30446,31142,16493
30447,31141,16489
30448,31145,16488
30449,31153,16494
30450,31161,16495
30451,31156,16490
30452,31156,16494
30453,31159,16496
30454,31158,16497
30455,31166,16492
30456,31171,16496
30457,31171,16491
30458,31175,16495
30459,31182,16491
30460,31182,16494
30461,31180,16500
30462,31179,16502
30463,31177,16497
30464,31173,16497
30465,31167,16495
30466,31168,16493
30467,31169,16498
30468,31172,16497
30469,31166,16496
30470,31164,16491
30471,31161,16488
30472,31159,16493
30473,31162,16499
30474,31168,16498
30475,31163,16499
30476,31170,16494
30477,31172,16500
30478,31172,16497
30479,31171,16500
30480,31179,16506
30481,31173,16511
30482,31170,16516
30483,31165,16521
30484,31162,16518
30485,31170,16515
30486,31174,16515
30487,31169,16517
30488,31164,16520
30489,31162,16516
30490,31170,16517
30491,31164,16516
30492,31162,16521
30493,31156,16519
30494,31163,16520
30495,31167,16524
30496,31175,16519
30497,31169,16519
30498,31166,16520
30499,31170,16524
30500,31176,16522
30501,31176,16526
30502,31170,16522
30503,31171,16521
30504,31173,16520
30505,31169,16520
30506,31166,16524
30507,31164,16519
30508,31162,16520
30509,31156,16515
30510,31152,16520
30511,31158,16526
30512,31162,16529
30513,31162,16535
30514,31156,16535
30515,31151,16530
30516,31157,16535
30517,31151,16535
30518,31157,16535
30519,31153,16537
30520,31151,16533
30521,31158,16531
30522,31166,16534
30523,31171,16535
30524,31172,16540
30525,31178,16541
30526,31174,16547
30527,31178,16542
30528,31182,16541
30529,31181,16538
30530,31188,16540
30531,31190,16539
30532,31196,16536
30533,31200,16539
30534,31203,16539
30535,31201,16537
30536,31200,16540
30537,31207,16541
30538,31205,16546
30539,31207,16542
30540,31215,16539
30541,31210,16545
30542,31211,16547
30543,31210,16548
30544,31207,16545
30545,31206,16545
30546,31212,16545
30547,31220,16542
30548,31227,16544
30549,31235,16545
30550,31231,16549
30551,31229,16545
30552,31225,16541
30553,31230,16539
30554,31237,16536
30555,31238,16531
30556,31234,16528
30557,31231,16532
30558,31228,16530
30559,31226,16528
30560,31234,16527
30561,31232,16522
30562,31238,16528
30563,31239,16528
30564,31235,16533
30565,31238,16528
30566,31235,16533
30567,31231,16539
30568,31231,16538
30569,31239,16537
30570,31246,16538
30571,31254,16535
30572,31261,16540
30573,31256,16545
30574,31255,16544
30575,31259,16539
30576,31253,16536
30577,31257,16540
30578,31258,16541
30579,31264,16537
30580,31265,16533
30581,31260,16529
30582,31267,16530
30583,31275,16530
30584,31274,16528
30585,31281,16532
30586,31281,16534
30587,31288,16532
30588,31292,16531
30589,31291,16531
30590,31298,16526
30591,31296,16531
30592,31303,16534
30593,31308,16539
30594,31303,16541
30595,31306,16545
30596,31304,16544
30597,31298,16539
30598,31299,16534
30599,31302,16539
30600,31303,16536
30601,31301,16534
30602,31307,16533
30603,31313,16537
30604,31319,16534
30605,31313,16540
30606,31315,16540
30607,31311,16537
30608,31315,16543
30609,31316,16547
30610,31317,16543
30611,31324,16546
30612,31332,16550
30613,31340,16545
30614,31343,16550
30615,31351,16551
30616,31356,16553
30617,31357,16548
30618,31355,16553
30619,31361,16552
30620,31362,16556
30621,31357,16551
30622,31353,16552
30623,31356,16555
30624,31360,16555
30625,31354,16557
30626,31356,16558
30627,31361,16559
30628,31366,16564
30629,31367,16563
30630,31374,16562
30631,31371,16564
30632,31367,16559
30633,31362,16554
30634,31370,16559
30635,31371,16564
30636,31374,16565
30637,31380,16570
30638,31380,16574
30639,31377,16580
30640,31379,16586
30641,31374,16585
30642,31373,16582
30643,31376,16580
30644,31381,16580
30645,31388,16578
30646,31395,16582
30647,31390,16580
30648,31385,16584
30649,31382,16581
30650,31380,16580
30651,31388,16583
30652,31383,16580
30653,31380,16576
30654,31379,16577
30655,31385,16581
30656,31382,16577
30657,31388,16576
30658,31391,16581
30659,31386,16584
30660,31389,16590
30661,31386,16592
30662,31381,16596
30663,31387,16595
30664,31382,16596
30665,31388,16596
30666,31383,16600
30667,31387,16599
30668,31387,16600
30669,31389,16598
30670,31391,16594
30671,31389,16594
30672,31384,16592
30673,31379,16592
30674,31376,16590
30675,31379,16585
30676,31382,16589
30677,31378,16587
30678,31376,16592
30679,31383,16591
30680,31388,16592
30681,31394,16597
30682,31400,16601
30683,31395,16596
30684,31403,16597
30685,31411,16598
30686,31414,16604
30687,31420,16608
30688,31427,16613
30689,31422,16610
30690,31424,16608
30691,31430,16611
30692,31428,16608
30693,31430,16607
30694,31436,16604
30695,31441,16610
30696,31441,16612
30697,31443,16614
30698,31445,16613
30699,31451,16611
30700,31451,16611
30701,31450,16606
30702,31451,16608
30703,31446,16610
30704,31446,16616
30705,31453,16612
30706,31456,16616
30707,31456,16611
30708,31459,16617
30709,31456,16616
30710,31451,16619
30711,31457,16620
30712,31459,16618
30713,31455,16614
30714,31460,16617
30715,31456,16614
30716,31457,16610
30717,31462,16614
30718,31462,16613
30719,31456,16619
30720,31461,16620
30721,31467,16622
30722,31474,16623
30723,31481,16623
30724,31485,16628
30725,31487,16623
30726,31493,16629
30727,31495,16632
30728,31500,16632
30729,31506,16634
30730,31502,16638
30731,31509,16635
30732,31507,16630
30733,31514,16632
30734,31521,16635
30735,31516,16634
30736,31510,16634
30737,31516,16631
30738,31510,16632
30739,31507,16627
30740,31506,16624
30741,31510,16628
30742,31511,16632
30743,31513,16630
30744,31519,16628
30745,31527,16630
30746,31529,16633
30747,31537,16631
30748,31542,16632
30749,31541,16629
30750,31546,16626
30751,31548,16627
30752,31543,16625
30753,31541,16623
30754,31535,16621
30755,31529,16617
30756,31537,16616
30757,31531,16611
30758,31528,16612
30759,31525,16616
30760,31521,16615
30761,31520,16615
30762,31520,16621
30763,31525,16626
30764,31526,16628
30765,31522,16625
30766,31528,16631
30767,31528,16632
30768,31528,16629
30769,31526,16632
30770,31523,16634
30771,31519,16636
30772,31514,16632
30773,31522,16631
30774,31523,16627
30775,31519,16623
30776,31522,16624
30777,31521,16624
30778,31526,16619
30779,31523,16619
30780,31527,16618
30781,31523,16624
30782,31525,16623
30783,31527,16622
30784,31533,16617
30785,31530,16618
30786,31534,16624
30787,31538,16623
30788,31544,16620
30789,31540,16626
30790,31548,16625
30791,31553,16631
30792,31555,16627
30793,31562,16628
30794,31567,16623
30795,31570,16624
30796,31574,16627
30797,31579,16626
30798,31576,16626
30799,31574,16627
30800,31572,16628
30801,31578,16626
30802,31580,16630
30803,31574,16628
30804,31580,16634
30805,31578,16629
30806,31575,16627
30807,31578,16625
30808,31585,16620
30809,31581,16618
30810,31575,16619
30811,31579,16618
30812,31583,16623
30813,31583,16618
30814,31587,16617
30815,31586,16614
30816,31590,16615
30817,31598,16620
30818,31599,16618
30819,31606,16616
30820,31602,16616
30821,31606,16611
30822,31612,16616
30823,31618,16618
30824,31618,16619
30825,31616,16617
30826,31616,16622
30827,31621,16625
30828,31628,16630
30829,31631,16627
30830,31637,16628
30831,31635,16626
30832,31634,16628
30833,31629,16624
30834,31628,16627
30835,31622,16627
30836,31625,16627
30837,31630,16622
30838,31624,16628
30839,31621,16624
30840,31624,16621
30841,31621,16617
30842,31620,16620
30843,31624,16624
30844,31629,16628
30845,31632,16624
30846,31635,16620
30847,31636,16617
30848,31641,16623
30849,31638,16620
30850,31645,16625
30851,31639,16624
30852,31639,16626
30853,31645,16626
30854,31646,16630
30855,31640,16633
30856,31635,16634
30857,31643,16635
30858,31640,16636
30859,31637,16638
30860,31635,16644
30861,31637,16645
30862,31634,16641
30863,31640,16646
30864,31644,16652
30865,31643,16651
30866,31640,16646
30867,31640,16641
30868,31635,16646
30869,31640,16641
30870,31641,16637
30871,31641,16632
30872,31640,16632
30873,31634,16630
30874,31628,16626
30875,31636,16631
30876,31640,16628
30877,31639,16627
30878,31643,16623
30879,31644,16620
30880,31642,16625
30881,31641,16621
30882,31643,16626
30883,31650,16630
30884,31658,16634
30885,31657,16636
30886,31653,16631
30887,31650,16637
30888,31655,16642
30889,31652,16644
30890,31649,16640
30891,31653,16646
30892,31659,16652
30893,31664,16648
30894,31665,16652
30895,31673,16654
30896,31678,16653
30897,31678,16653
30898,31674,16651
30899,31682,16646
30900,31688,16642
30901,31687,16643
30902,31690,16646
30903,31690,16651
30904,31697,16651
30905,31691,16655
30906,31694,16660
30907,31696,16658
30908,31694,16660
30909,31694,16662
30910,31692,16664
30911,31696,16659
30912,31690,16654
30913,31696,16653
30914,31695,16651
30915,31698,16652
30916,31706,16647
30917,31704,16642
30918,31712,16638
30919,31708,16633
30920,31714,16630
30921,31715,16632
30922,31717,16637
30923,31721,16633
30924,31717,16631
30925,31718,16637
30926,31725,16640
30927,31724,16640
30928,31724,16646
30929,31731,16642
30930,31736,16646
30931,31735,16642
30932,31732,16637
30933,31726,16632
30934,31721,16633
30935,31718,16636
30936,31712,16635
30937,31713,16632
30938,31712,16630
30939,31710,16634
30940,31705,16630
30941,31709,16625
30942,31708,16630
30943,31704,16630
30944,31705,16629
30945,31704,16625
30946,31709,16622
30947,31707,16627
30948,31713,16622
30949,31719,16620
30950,31723,16626
30951,31728,16622
30952,31735,16625
30953,31739,16620
30954,31746,16619
30955,31749,16618
30956,31757,16619
30957,31764,16617
30958,31766,16620
30959,31774,16621
30960,31779,16617
30961,31786,16621
30962,31784,16627
30963,31789,16631
30964,31795,16637
30965,31792,16642
30966,31793,16645
30967,31789,16648
30968,31783,16654
30969,31782,16649
30970,31787,16645
30971,31782,16651
30972,31782,16654
30973,31776,16659
30974,31782,16660
30975,31781,16655
30976,31782,16655
30977,31776,16652
30978,31780,16649
30979,31778,16645
30980,31774,16650
30981,31772,16652
30982,31775,16654
30983,31778,16654
